Authors,Title,Journal,Publication Year,DOI
Genome-wide meta-analysis of common variant differences between men and women,"Boraska, V; Jeroncic, A; Colonna, V; Southam, L; Nyholt, DR; Rayner, NW; Perry, JRB; Toniolo, D; Albrecht, E; Ang, W; Bandinelli, S; Barbalic, M; Barroso, I; Beckmann, JS; Biffar, R; Boomsma, D; Campbell, H; Corre, T; Erdmann, J; Esko, T; Fischer, K; Franceschini, N; Frayling, TM; Girotto, G; Gonzalez, JR; Harris, TB; Heath, AC; Heid, IM; Hoffmann, W; Hofman, A; Horikoshi, M; Zhao, JH; Jackson, AU; Hottenga, JJ; Jula, A; Kähönen, M; Khaw, KT; Kiemeney, LA; Klopp, N; Kutalik, Z; Lagou, V; Launer, LJ; Lehtimäki, T; Lemire, M; Lokki, ML; Loley, C; Luan, JA; Mangino, M; Leach, IM; Medland, SE; Mihailov, E; Montgomery, GW; Navis, G; Newnham, J; Nieminen, MS; Palotie, A; Panoutsopoulou, K; Peters, A; Pirastu, N; Polasek, O; Rehnström, K; Ripatti, S; Ritchie, GRS; Rivadeneira, F; Robino, A; Samani, NJ; Shin, SY; Sinisalo, J; Smit, JH; Soranzo, N; Stolk, L; Swinkels, DW; Tanaka, T; Teumer, A; Tönjes, A; Traglia, M; Tuomilehto, J; Valsesia, A; van Gilst, WH; van Meurs, JBJ; Smith, AV; Viikari, J; Vink, JM; Waeber, G; Warrington, NM; Widen, E; Willemsen, G; Wright, AF; Zanke, BW; Zgaga, L; Boehnke, M; d'Adamo, AP; de Geus, E; Demerath, EW; den Heijer, M; Eriksson, JG; Ferrucci, L; Gieger, C; Gudnason, V; Hayward, C; Hengstenberg, C; Hudson, TJ; Järvelin, MR; Kogevinas, M; Loos, RJF; Martin, NG; Metspalu, A; Pennell, CE; Penninx, BW; Perola, M; Raitakari, O; Salomaa, V; Schreiber, S; Schunkert, H; Spector, TD; Stumvoll, M; Uitterlinden, AG; Ulivi, S; van der Harst, P; Vollenweider, P; Völzke, H; Wareham, NJ; Wichmann, HE; Wilson, JF; Rudan, I; Xue, YL; Zeggini, E",HUMAN MOLECULAR GENETICS,2012,10.1093/hmg/dds304
Age Group and Sex Differences in Performance on a Computerized Neurocognitive Battery in Children Age 8-21,"Gur, RC; Richard, J; Calkins, ME; Chiavacci, R; Hansen, JA; Bilker, WB; Loughead, J; Connolly, JJ; Qiu, HJ; Mentch, FD; Abou-Sleiman, PM; Hakonarson, H; Gur, RE",NEUROPSYCHOLOGY,2012,10.1037/a0026712
The role of common genetic variation in presumed monogenic epilepsies,"Campbell, C; Leu, C; Feng, YCA; Wolking, S; Moreau, C; Ellis, C; Ganesan, S; Martins, H; Oliver, K; Boothman, I; Benson, K; Molloy, A; Brody, L; Michaud, JL; Hamdan, FF; Minassian, BA; Lerche, H; Scheffer, IE; Sisodiya, S; Girard, S; Cosette, P; Delanty, N; Lal, D; Cavalleri, GL",EBIOMEDICINE,2022,10.1016/j.ebiom.2022.104098
Do Dietary Supplements Improve Micronutrient Sufficiency in Children and Adolescents?,"Bailey, RL; Fulgoni, VL; Keast, DR; Lentino, CV; Dwyer, JT",JOURNAL OF PEDIATRICS,2012,10.1016/j.jpeds.2012.05.009
Cost effectiveness study of schizophrenia a management in Mexico,"Lara-Muñoz, MD; Robles-García, R; Orozco, R; Méndez, MTS; Medina-Mora, ME; Chisholm, D",SALUD MENTAL,2010,
Extremely low-coverage sequencing and imputation increases power for genome-wide association studies,"Pasaniuc, B; Rohland, N; McLaren, PJ; Garimella, K; Zaitlen, N; Li, H; Gupta, N; Neale, BM; Daly, MJ; Sklar, P; Sullivan, PF; Bergen, S; Moran, JL; Hultman, CM; Lichtenstein, P; Magnusson, P; Purcell, SM; Haas, DW; Liang, LM; Sunyaev, S; Patterson, N; de Bakker, PIW; Reich, D; Price, AL",NATURE GENETICS,2012,10.1038/ng.2283
Iron dysregulation and inflammatory stress erythropoiesis associates with long-term outcome of COVID-19,"Hanson, AL; Mulè, MP; Ruffieux, H; Mescia, F; Bergamaschi, L; Pelly, VS; Turner, L; Kotagiri, P; Göttgens, B; Hess, C; Gleadall, N; Bradley, JR; Nathan, JA; Lyons, PA; Drakesmith, H; Smith, KGC",NATURE IMMUNOLOGY,2024,10.1038/s41590-024-01754-8
Investigating the relationship between non-occupational pesticide exposure and metabolomic biomarkers,"Palaniswamy, S; Abass, K; Rysä, J; Grimalt, JO; Odland, JO; Rautio, A; Järvelin, MR",FRONTIERS IN PUBLIC HEALTH,2023,10.3389/fpubh.2023.1248609
Towards a European health research and innovation cloud (HRIC),"Aarestrup, FM; Albeyatti, A; Armitage, WJ; Auffray, C; Augello, L; Balling, R; Benhabiles, N; Bertolini, G; Bjaalie, JG; Black, M; Blomberg, N; Bogaert, P; Bubak, M; Claerhout, B; Clarke, L; De Meulder, B; D'Errico, G; Di Meglio, A; Forgo, N; Gans-Combe, C; Gray, AE; Gut, I; Gyllenberg, A; Hemmrich-Stanisak, G; Hjorth, L; Ioannidis, Y; Jarmalaite, S; Kel, A; Kherif, F; Korbel, JO; Larue, C; Laszlo, M; Maas, A; Magalhaes, L; Manneh-Vangramberen, I; Morley-Fletcher, E; Ohmann, C; Oksvold, P; Oxtoby, NP; Perseil, I; Pezoulas, V; Riess, O; Riper, H; Roca, J; Rosenstiel, P; Sabatier, P; Sanz, F; Tayeb, M; Thomassen, G; Van Bussel, J; Van den Bulcke, M; Van Oyen, H",GENOME MEDICINE,2020,10.1186/s13073-020-0713-z
Making sense of big data in health research: Towards an EU action plan,"Auffray, C; Balling, R; Barroso, I; Bencze, L; Benson, M; Bergeron, J; Bernal-Delgado, E; Blomberg, N; Bock, C; Conesa, A; Del Signore, S; Delogne, C; Devilee, P; Di Meglio, A; Eijkemans, M; Flicek, P; Graf, N; Grimm, V; Guchelaar, HJ; Guo, YK; Gut, IG; Hanbury, A; Hanif, S; Hilgers, RD; Honrado, A; Hose, DR; Houwing-Duistermaat, J; Hubbard, T; Janacek, SH; Karanikas, H; Kievits, T; Kohler, M; Kremer, A; Lanfear, J; Lengauer, T; Maes, E; Meert, T; Müller, W; Nickel, D; Oledzki, P; Pedersen, B; Petkovic, M; Pliakos, K; Rattray, M; Más, JRI; Schneider, R; Sengstag, T; Serra-Picamal, X; Spek, W; Vaas, LAI; van Batenburg, O; Vandelaer, M; Varnai, P; Villoslada, P; Vizcaíno, JA; Wubbe, JPM; Zanetti, G",GENOME MEDICINE,2016,10.1186/s13073-016-0323-y
