Title,First Author,Journal,Publication Year,DOI
Application of Extreme Learning Machine in the Survival Analysis of Chronic Heart Failure Patients With High Percentage of Censored Survival Time,"Yang, Hong (57211859895); Tian, Jing (57201296091); Meng, Bingxia (57343203700); Wang, Ke (59044839400); Zheng, Chu (57218679213); Liu, Yanling (57240099000); Yan, Jingjing (57211858258); Han, Qinghua (55165571100); Zhang, Yanbo (56645922300)",Frontiers in Cardiovascular Medicine,2021,10.3389/fcvm.2021.726516
The Use of Synthetic Electronic Health Record Data and Deep Learning to Improve Timing of High-Risk Heart Failure Surgical Intervention by Predicting Proximity to Catastrophic Decompensation,"Guo, Aixia (57216776680); Foraker, Randi E. (8621791900); MacGregor, Robert M. (57210561603); Masood, Faraz M. (26429669300); Cupps, Brian P. (8084095400); Pasque, Michael K. (7005120822)",Frontiers in Digital Health,2020,10.3389/fdgth.2020.576945
The potential of convolutional neural networks for identifying neural states based on electrophysiological signals: experiments on synthetic and real patient data,"Rodriguez, Fernando (58314366700); He, Shenghong (56479702900); Tan, Huiling (25722845200)",Frontiers in Human Neuroscience,2023,10.3389/fnhum.2023.1134599
Generation of synthetic EEG data for training algorithms supporting the diagnosis of major depressive disorder,"Carrle, Friedrich Philipp (58651276200); Hollenbenders, Yasmin (57910937300); Reichenbach, Alexandra (35198887100)",Frontiers in Neuroscience,2023,10.3389/fnins.2023.1219133
A study on the feasibility of the Deep Brain Stimulation (DBS) electrode localization based on scalp electric potential recordings,"Iacono, Maria Ida (25321178800); Atefi, Seyed Reza (55516816000); Mainardi, Luca (7007078486); Walker, Harrison C. (15749709200); Angelone, Leonardo M. (57208685902); Bonmassar, Giorgio (6603696502)",Frontiers in Physiology,2019,10.3389/fphys.2018.01788
"Attitudes and perceptions of teachers toward mental health literacy: A case of Odzi High School, Mutare District, Zimbabwe","Sibanda, Theresi (57981167400); Sifelani, Innocent (57457705200); Kwembeya, Maurice (57457519700); Matsikure, Memory (57457794200); Songo, Sifikile (57457794300)",Frontiers in Psychology,2022,10.3389/fpsyg.2022.1003115
Can the Use of Bayesian Analysis Methods Correct for Incompleteness in Electronic Health Records Diagnosis Data? Development of a Novel Method Using Simulated and Real-Life Clinical Data,"Ford, Elizabeth (55357299700); Rooney, Philip (55096037300); Hurley, Peter (55270658100); Oliver, Seb (35220447800); Bremner, Stephen (7004114471); Cassell, Jackie (57203069305)",Frontiers in Public Health,2020,10.3389/fpubh.2020.00054
"Odisha tribal family health survey: methods, tools, and protocols for a comprehensive health assessment survey","Kshatri, Jaya Singh (57195491771); Mansingh, Asit (57221413468); Kavitha, A.K. (57147390600); Bhattacharya, Haimanti (8666980100); Bhuyan, Dinesh (57397739100); Bhattacharya, Debdutta (57054986600); Rehman, Tanveer (57205729336); Swain, Aparajita (57859207500); Mishra, Debashis (58504035800); Tripathy, Indramani (58504305400); Mohapatra, Manas R. (58505666800); Nayak, Moushumi (58504849000); Sahoo, Uttam Kumar (58060951200); Pati, Sanghamitra (55441302100)",Frontiers in Public Health,2023,10.3389/fpubh.2023.1157241
Generating high-fidelity privacy-conscious synthetic patient data for causal effect estimation with multiple treatments,"Shi, Jingpu (57809662200); Wang, Dong (57914797600); Tesei, Gino (57914581300); Norgeot, Beau (57204766372)",Frontiers in Artificial Intelligence,2022,10.3389/frai.2022.918813
Fake it till you make it: Guidelines for effective synthetic data generation,"Dankar, Fida K. (24597149500); Ibrahim, Mahmoud (57222322851)",Applied Sciences (Switzerland),2021,10.3390/app11052158
A digital twins machine learning model for forecasting disease progression in stroke patients,"Allen, Angier (57211532103); Siefkas, Anna (57218477307); Pellegrini, Emily (57211535118); Burdick, Hoyt (57216730526); Barnes, Gina (57218478476); Calvert, Jacob (57189321063); Mao, Qingqing (43361568200); Das, Ritankar (57173576500)",Applied Sciences (Switzerland),2021,10.3390/app11125576
Data protection heterogeneity in the european union,"Hölbl, Marko (14632032500); Kežmah, Boštjan (6506943063); Kompara, Marko (57200327764)",Applied Sciences (Switzerland),2021,10.3390/app112210912
Privacy and Utility of Private Synthetic Data for Medical Data Analyses,"Appenzeller, Arno (57218225980); Leitner, Moritz (57999735300); Philipp, Patrick (57193199034); Krempel, Erik (37052408700); Beyerer, Jürgen (6603794653)",Applied Sciences (Switzerland),2022,10.3390/app122312320
Synthesizing Electronic Health Records for Predictive Models in Low-Middle-Income Countries (LMICs),"Ghosheh, Ghadeer O. (57221763439); Thwaites, C. Louise (13606172400); Zhu, Tingting (55969941800)",Biomedicines,2023,10.3390/biomedicines11061749
Generation of Musculoskeletal Ultrasound Images with Diffusion Models,"Katakis, Sofoklis (57203983973); Barotsis, Nikolaos (24482934100); Kakotaritis, Alexandros (57822817800); Tsiganos, Panagiotis (57208186570); Economou, George (57219546794); Panagiotopoulos, Elias (6701580689); Panayiotakis, George (7006755481)",BioMedInformatics,2023,10.3390/biomedinformatics3020027
Generation of a Realistic Synthetic Laryngeal Cancer Cohort for AI Applications,"Katalinic, Mika (58879136900); Schenk, Martin (58731508700); Franke, Stefan (44461232700); Katalinic, Alexander (54779765400); Neumuth, Thomas (14023288300); Dietz, Andreas (58873080500); Stoehr, Matthaeus (55748480400); Gaebel, Jan (57024126200)",Cancers,2024,10.3390/cancers16030639
Clustering and kernel density estimation for assessment of measurable residual disease by flow cytometry,"Jacqmin, Hugues (57189995701); Chatelain, Bernard (7004154568); Louveaux, Quentin (7801600495); Jacqmin, Philippe (6701916304); Dogné, Jean-Michel (55927221200); Graux, Carlos (8538918900); Mullier, François (35488466700)",Diagnostics,2020,10.3390/diagnostics10050317
Hybrid Deep Learning Approach for Accurate Tumor Detection in Medical Imaging Data,"Cifci, Mehmet Akif (57191220580); Hussain, Sadiq (57223086827); Canatalay, Peren Jerfi (57679452300)",Diagnostics,2023,10.3390/diagnostics13061025
The problem of fairness in synthetic healthcare data,"Bhanot, Karan (57215610908); Qi, Miao (57211276359); Erickson, John S. (57210468664); Guyon, Isabelle (6603114322); Bennett, Kristin P. (7202750503)",Entropy,2021,10.3390/e23091165
Generative adversarial networks for anonymized healthcare of lung cancer patients,"Gonzalez-Abril, Luis (23667004700); Angulo, Cecilio (23090235000); Ortega, Juan-Antonio (33867735500); Lopez-Guerra, José-Luis (25623687200)",Electronics (Switzerland),2021,10.3390/electronics10182220
"The “Coherent Data Set”: Combining Patient Data and Imaging in a Comprehensive, Synthetic Health Record","Walonoski, Jason (14049438700); Hall, Dylan (57201069699); Bates, Karen M. (57567756500); Farris, M. Heath (55325841800); Dagher, Joseph (6602285963); Downs, Matthew E. (38561157400); Sivek, Ryan T. (57567756600); Wellner, Ben (15069791200); Gregorowicz, Andrew (6504647035); Hadley, Marc (57611326700); Campion, Francis X. (8982525100); Levine, Lauren (57567959700); Wacome, Kevin (57568152900); Emmer, Geoff (57112331100); Kemmer, Aaron (57567356800); Malik, Maha (57566757000); Hughes, Jonah (57568153000); Granger, Eldesia (57474503600); Russell, Sybil (57931735300)",Electronics (Switzerland),2022,10.3390/electronics11081199
Statistical Validation of Synthetic Data for Lung Cancer Patients Generated by Using Generative Adversarial Networks,"Gonzalez-Abril, Luis (23667004700); Angulo, Cecilio (23090235000); Ortega, Juan Antonio (33867735500); Lopez-Guerra, José-Luis (25623687200)",Electronics (Switzerland),2022,10.3390/electronics11203277
Deep-Learning-Driven Techniques for Real-Time Multimodal Health and Physical Data Synthesis,"Haleem, Muhammad Salman (26666131100); Ekuban, Audrey (57223018164); Antonini, Alessio (56353561600); Pagliara, Silvio (14523356200); Pecchia, Leandro (35746897300); Allocca, Carlo (36241199500)",Electronics (Switzerland),2023,10.3390/electronics12091989
A Neighborhood-Similarity-Based Imputation Algorithm for Healthcare Data Sets: A Comparative Study,"Wilcox, Colin (57425905500); Giagos, Vasileios (56012792400); Djahel, Soufiene (35606478200)",Electronics (Switzerland),2023,10.3390/electronics12234809
Generating synthetic training data for supervised de-identification of electronic health records,"Libbi, Claudia Alessandra (57224188532); Trienes, Jan (57208468073); Trieschnigg, Dolf (23013092400); Seifert, Christin (8850014900)",Future Internet,2021,10.3390/fi13050136
Information flow and health policy literacy: The role of: The media,"Wolbring, Gregor (6602076751); Leopatra, Verlyn (55357937200); Yumakulov, Sophya (55357324500)",Information (Switzerland),2012,10.3390/info3030391
Contribution of Synthetic Data Generation towards an Improved Patient Stratification in Palliative Care,"Hahn, Waldemar (57255281800); Schütte, Katharina (16305356500); Schultz, Kristian (57226245788); Wolkenhauer, Olaf (6603822253); Sedlmayr, Martin (56043034300); Schuler, Ulrich (7005327337); Eichler, Martin (57929485900); Bej, Saptarshi (57212381573); Wolfien, Markus (55633497900)",Journal of Personalized Medicine,2022,10.3390/jpm12081278
A new criterion for model selection,"Pham, Hoang (7201637869)",Mathematics,2019,10.3390/MATH7121215
Assessment of variability in irregularly sampled time series: Applications to mental healthcare,"Bonilla-Escribano, Pablo (57211775009); Ramírez, David (57192768373); Porras-Segovia, Alejandro (57196944371); Artés-Rodríguez, Antonio (6603954601)",Mathematics,2021,10.3390/math9010071
Anomaly Identification during Polymerase Chain Reaction for Detecting SARS-CoV-2 Using Artificial Intelligence Trained from Simulated Data,"Villarreal-González, Reynaldo (57215588262); Acosta-Hoyos, Antonio J. (36998519000); Garzon-Ochoa, Jaime A. (57221433233); Galán-Freyle, Nataly J. (55795361700); Amar-Sepúlveda, Paola (57196372961); Pacheco-Londoño, Leonardo C. (7003783695)",Molecules,2021,10.3390/MOLECULES26010020
Toward Personalized Salbutamol Therapy: Validating Virtual Patient-Derived Population Pharmacokinetic Model with Real-World Data,"Marques, Lara (57903125600); Vale, Nuno (23037309600)",Pharmaceutics,2024,10.3390/pharmaceutics16070881
A generative adversarial network (GAN) technique for internet of medical things data,"Vaccari, Ivan (57200916184); Orani, Vanessa (57217857599); Paglialonga, Alessia (23668671800); Cambiaso, Enrico (55418311400); Mongelli, Maurizio (7005882346)",Sensors,2021,10.3390/s21113726
"Data Provenance in Healthcare: Approaches, Challenges, and Future Directions","Ahmed, Mansoor (57196745090); Dar, Amil Rohani (58510094100); Helfert, Markus (24723906500); Khan, Abid (55209201300); Kim, Jungsuk (25222892800)",Sensors,2023,10.3390/s23146495
ECG Synthesis via Diffusion-Based State Space Augmented Transformer,"Zama, Md Haider (58644049800); Schwenker, Friedhelm (6701325661)",Sensors,2023,10.3390/s23198328
A Novel Machine-Learning-Based Hybrid CNN Model for Tumor Identification in Medical Image Processing,"Dhiman, Gaurav (23049229800); Juneja, Sapna (57210408722); Viriyasitavat, Wattana (57224272289); Mohafez, Hamidreza (57189693027); Hadizadeh, Maryam (57189686153); Islam, Mohammad Aminul (57220973693); El Bayoumy, Ibrahim (26421568400); Gulati, Kamal (57192543463)",Sustainability (Switzerland),2022,10.3390/su14031447
Synthetic Data as a Proxy for Real-World Electronic Health Records in the Patient Length of Stay Prediction,"Bietsch, Dominik (58629544200); Stahlbock, Robert (55943641600); Voß, Stefan (55785313900)",Sustainability (Switzerland),2023,10.3390/su151813690
Family history in primary care: Understanding GPs' resistance to clinical genetics - Qualitative study,"Mathers, Jonathan (7005077039); Greenfield, Sheila (7203067543); Metcalfe, Alison (7007031046); Cole, Trevor (7201770409); Flanagan, Sarah (35866896600); Wilson, Sue (7404784540)",British Journal of General Practice,2010,10.3399/bjgp10X501868
Healthcare professionals’ perspectives on identifying and managing perinatal anxiety: A qualitative study,"Silverwood, V. (56466046800); Nash, A. (57211544165); Chew-Graham, C.A. (6701468194); Walsh-House, J. (57211544940); Sumathipala, A. (6701902230); Bartlam, B. (21734011600); Kingstone, T. (56586002300)",British Journal of General Practice,2019,10.3399/bjgp19X706025
Assessing the ability of health information systems in hospitals to support evidence-informed decisions in Kenya,"Kihuba, Elesban (56018966400); Gathara, David (54779672400); Mwinga, Stephen (55792420000); Mulaku, Mercy (55389394600); Kosgei, Rose (6504722681); Mogoa, Wycliffe (37111316200); Nyamai, Rachel (36731520100); English, Mike (7103140305)",Global Health Action,2014,10.3402/gha.v7.24859
Assessing older adults' perceptions of sensor data and designing visual displays for ambient environments,"Reeder, B. (26435488900); Chung, J. (55551849000); Le, T. (55430971700); Thompson, H. (8079106600); Demiris, G. (6701805951)",Methods of Information in Medicine,2014,10.3414/ME13-02-0009
An adaptive information-theoretic experimental design procedure for high-to-low fidelity calibration of prostate cancer models,"Cho, Heyrim (55093743900); Lewis, Allison L. (56447740600); Storey, Kathleen M. (57192199298); Zittle, Anna C. (57393993400)",Mathematical Biosciences and Engineering,2023,10.3934/mbe.2023799
OpenEHR meets interoperability and knowledge engineering,"Oliveira, Daniela (57212500652); Miranda, Filipe Manuel Mota (57212030049); Coimbra, Ana (57190065751); Abreu, Nuno (57201582091); Leuschner, Pedro (35364756800); Abelha, António Carlos (6506287527)",International Journal of Reliable and Quality E-Healthcare,2020,10.4018/IJRQEH.2020010101
A hybrid dynamic wavelet-based modeling method for blood glucose concentration prediction in type 1 diabetes,"Isfahani, Mohsen (57212196209); Zekri, Maryam (23981791800); Marateb, Hamid (35759194200); Faghihimani, Elham (57189574613)",Journal of Medical Signals and Sensors,2020,10.4103/jmss.JMSS_62_19
Deconvolution of Tc-99m-Mercaptoacetyltriglycine Renograms with the Concomitant Use of a Sparse Legendre Polynomial Representation and the Moore-Penrose Pseudo-inverse; [Tc-99m-Merkaptoasetiltriglisin Renogramlarının Seyrek Legendre Polinom Gösterimi ve Psödo-İnvers Moore-Penrose Yöntemlerinin Birlikte Kullanılmasıyla Dekonvolüsyonu],"Destine, Michel (12765966000); Hanin, François-Xavier (23982418700); Mathieu, Isabelle (6603570328); Willemart, Bernard (6507385481); Seret, Alain (6701427965)",Molecular Imaging and Radionuclide Therapy,2022,10.4274/mirt.galenos.2021.17363
Quantifying the effect of data quality on the validity of an eMeasure,"Johnson, Steven G. (57129499600); Speedie, Stuart (6701410941); Simon, Gyorgy (14025146000); Kumar, Vipin (35446475800); Westra, Bonnie L. (6701647862)",Applied Clinical Informatics,2017,10.4338/ACI-2017-03-RA-0042
Health Data Entanglement and artificial intelligence-based analysis: a brand new methodology to improve the effectiveness of healthcare services,"Capone, A. (55335499900); Cicchetti, A. (6602646775); Mennini, F.S. (8585704200); Marcellusi, A. (36170820000); Baio, G. (6603354734); Favato, G. (23479604000)",La Clinica terapeutica,2016,10.7417/CT.2016.1952
Clinicians' Perspectives in Using Patient-Generated Health Data to Improve Ischemic Heart Disease Management,"Alaboud, Khuder (57813736100); Shahreen, Maniza (57813753500); Islam, Humayera (57217094611); Paul, Tanmoy (57264413400); Rana, Md Kamruz Zaman (57363848300); Morrison, Anissa (57813767400); Kumar, Arun (57208416950); Mosa, Abu Saleh Mohammad (55258354800)",AMIA ... Annual Symposium proceedings. AMIA Symposium,2022,
"Pseudo-data generation for the extraction of Problems, Treatments and Tests","Smith, Jeff (57264071700); French, Evan (57226013694); Cramer, William (57264266500); Uzuner, Ӧzlem (57265391300); McInnes, Bridget T. (25646668800)",AMIA ... Annual Symposium proceedings. AMIA Symposium,2021,
The changing role of practice nurses in Australia: An action research study,"Mills, Jane (12795794100); Fitzgerald, Mary (7402773303)",Australian Journal of Advanced Nursing,2008,
"Level of health data quality and information use, and contributing factors in the Benishangul Gumuze Region, west Ethiopia: using social ecological framework","Tilahun, Binyam (57212075730); Derseh, Lemma (56734487000); Atnafu, Asmamaw (43761960300); Mamuye, Adane (57193271449); Muluneh, Dawit (57931425700); Mengesha, Megdelawit (57221764043); Assaid, Nuradin (57931561800); Hailemariam, Tesfahun (57207880974); Chanyalew, Moges Asressie (57221687134); Endehabtu, Berhanu Fikadie (57210802330)",Ethiopian Journal of Health Development,2022,
Primary health care for remote village communities in Honduras: A model for training and support of community health workers,"Rennert, Wolfgang (6602946251); Koop, Elizabeth (6602072520)",Family Medicine,2009,
Simulation mode may be mistaken for normal mode in Philips PageWriter TC series cardiographs.,,Health devices,2011,
A privacy-preserving technique for incremental dataset on cloud by synthetic data perturbation,"Vigneswari, D. (57203924588); Komal Kumar, N. (57212324259); Lakshmi Tulasi, R. (56422406600)",International Journal of Engineering and Technology(UAE),2018,
Stream processing of health data record analytics in green cloud using apache spark with hazard prediction model,"Sai Pooja, K.Y. (57218701637); Udhayakumar, S. (57190392554); Umanandhini, D. (55578044900); Chokkalingam, S.P. (55327831700)",Journal of Green Engineering,2020,
Estimating uncertainty intervals from collaborating networks,"Zhou, Tianhui (57219509154); Li, Yitong (57194688330); Wu, Yuan (57757465500); Carlson, David (55984335500)",Journal of Machine Learning Research,2021,
Using machine learning to advance early warning systems: Promise and pitfalls,"SOLAND, JAMES (55960263300); DOMINGUE, BENJAMIN (37103720900); LANG, DAVID (57207730522)",Teachers College Record,2020,
Deep Learning-Driven Real-Time Multimodal Healthcare Data Synthesis,"Preetha, M. (57191620721); Budaraju, Raja Rao (58198714400); Jackulin, C. (57216490406); Aruna Sri, P.S.G. (57202510066); Padmapriya, T. (56644929900)",International Journal of Intelligent Systems and Applications in Engineering,2024,
"Immunization data quality and factors influencing data generation, handling and use in Wogera District, Northern Ethiopia, 2020","Madebo, Tesfahun Hailemariam (57432066800); Gezie, Lemma Derseh (56734487000); Teklu, Alemayehu (57201915747); Mekonnen, Zeleke Abebaw (58442369300); Shahabuddin, Asm (56662072400); Tilahun, Binyam (57212075730)",Ethiopian Journal of Health Development,2021,
Preconditioners for PDE-constrained optimization problems with box constraints: Towards high resolution inverse ECG images,"Elvetun, Ole Løseth (55382379300); Nielsen, Bjørn Fredrik (7403212166)",International Journal of Numerical Analysis and Modeling,2017,
Hypersphere clustering to characterize healthcare providers using prescriptions and procedures from Medicare claims data,"Fillmore, Nathanael (57209590729); Goryachev, Sergey D. (36932715000); Weiss, Jeremy C. (57208156679)",AMIA ... Annual Symposium proceedings. AMIA Symposium,2019,
Design and validation of a data simulation model for longitudinal healthcare data.,"Murray, Richard E (55604321500); Ryan, Patrick B (36469223700); Reisinger, Stephanie J (8301198800)",AMIA ... Annual Symposium proceedings / AMIA Symposium. AMIA Symposium,2011,
Procedure to normalize data for benchmarking,"Chatburn, Robert L. (7004600673); Ford, Richard M. (7401656324)",Respiratory Care,2006,
Testing Three Problem List Terminologies in a simulated data entry environment.,"Fung, Kin Wah (55418163200); Xu, Junchuan (25928899400); Rosenbloom, S Trent (7003853908); Mohr, David (57197340472); Maram, Naveen (22035870500); Suther, Thomas (58787524500)",AMIA ... Annual Symposium proceedings / AMIA Symposium. AMIA Symposium,2011,
Implementing tools to promote adherence to antiretroviral therapy at facilities in Kenya,"Gitau, L. (35744877100); Boruett, P. (55776046500); Njogo, S. (55776406200); Nguhiu, P. (36028406600); Awour, C. (57178116200); Kagai, D. (55776247900); Chalker, J. (16738495200); Tomson, G. (7006165204); Abuya, T. (6504801909); Wahlström, R. (55661103000)",East African Medical Journal,2014,
Neural network based filter for continuous glucose monitoring : Online tuning with Extended Kalman Filter algorithm,"Shanthi, S. (57194514391); Kumar, D. (57072345500)",WSEAS Transactions on Information Science and Applications,2012,
An ontological layer for decision support data and task integration,"Casella dos Santos, Mariana (8922244700); Dhaen, Christoffel (8227581400)",Journal on Information Technology in Healthcare,2005,
